package,resource,original,replacement,context,status
com.qf.carsettings,str_map_is_copy_map,Copy map or not,Copy navigation maps?,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_map_other,"Automatic map copying is in progress, do not do anything else",Copying navigation maps. Do not perform any other operations.,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_cur_version,Current version of MCU:,Current MCU version:,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_upgrade,MCU Upgrade,MCU update,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_upgrade_error,MCU upgrade file does not exist！,MCU update file not found,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_upgrade_incompatibility,MCU upgrade file does not fit current platform!,The MCU update file is incompatible with this platform,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_upgrade_prompt,Updating mcu，Do not carry out other operations or power off！,Updating the MCU. Do not perform any other operations or turn off the unit.,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_upgrade_success,Upgrade Finish,MCU update complete,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_upgrade_to_higher_version,Please upgrade the higher version MCU!,Select a newer MCU version,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_mcu_upgrade_version,Upgrade version of MCU:,MCU update version:,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_navi,Navi,Navigation,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_navi_boot_start,Navi boot start,Start navigation at boot,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_navi_maps_list,Navi map list,Navigation app list,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_navi_remix,Navi remix,Mix navigation audio,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_navi_remix_ratio,Navi remix ratio,Navigation audio mix level,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_navi_volume,Navi volume,Navigation volume,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_night_brightness_time,Night time point,Night mode start time,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_night_brightness_value,Default backlight for dark nights,Default night-time brightness,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_no_remind,No remind,Do not remind me,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_not_config_file,The config file not exist,Configuration file not found,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_not_connected,Not Connected,Not connected,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_not_upgrade_tip,Need a higher version of the TP firmware can be upgraded,A newer TP firmware version is required,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_not_usb,No USB device connection,No USB device connected,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_not_usb_device,Not USB devices,No USB devices,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_now_calculate,counting file size，please wait...,Calculating file size…,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_now_copying,Upgrading，please wait...,Updating…,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_obd_app_list,OBD application list,OBD app list,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_online_upgrade,Online Upgrade,Online update,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_open_use_sleep_mode,Open use sleep mode,Enable sleep mode,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_origin_upgrade_file_checksum,Original upgrade file CheckSum:,Original update file checksum:,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_panel_conn_wheel,Panel connection wheel,Panel connection selector,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_panel_key,Screen physical button study,Panel button learning,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_phone_link_app,Phone Link APP,Phone-link app,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_phone_link_app_prompt,This function only takes effect after restarting the system,Restart the system to apply this setting,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_power_vol,Power volume,Startup volume,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_qsv_canbus_settings,Canbus settings,CAN bus settings,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_qsv_radio_colorful_lights,Colorful lights,Button illumination,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_qsv_upgrade_detection,Upgrade detection,Check for updates,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_radio_area_select,Radio area selection,Radio region,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_rds_switch,Radio RDS switch,RDS,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_restart,Restart Now,Restart now,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_right_mirror,Right camera mirror,Mirror right camera image,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_right_switch,Right camera switch,Right camera,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_ringtone_select,Ringtone select,Select ringtone,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_save_log_switch,Save log switch,Save logs,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_screen_brightness,Screen Brightness,Screen brightness,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_setCarMode_unKnown,unKnown Car Select,Unknown vehicle selection,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_sim_state_title,Sim state,SIM status,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_sim_state_use_date,Enable time:,Activation date:,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_sleep_off,Do not sleep,Sleep mode off,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_sleep_whitelist_hint,"You can choose to add a third-party app to the sleep whitelist, and the app will not be killed during sleep, which may cause sleep failure",Apps on this list remain active while the unit sleeps. This may prevent the unit from entering sleep mode.,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_soft_decorder,Media files decorded by Soft,Software media decoding,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_sound_channel_gain,Channel gain set,Channel gain,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_support_split,Support split screen,Enable split screen,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_system_auto_upgrade_prompt,Updating system，Do not carry out other operations or power off！,Updating the system. Do not perform any other operations or turn off the unit.,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_system_cur_version,Current version of system:,Current system version:,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_system_ota_not_need_upgrade,"The system is up to date, no need to upgrade!",The system is up to date,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_system_ota_upgrade,"There is new software to update 
 whether to update now",A system update is available. Update now?,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_system_upgrade_file_checksum,System upgrade file CheckSum:,System update file checksum:,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_system_upgrade_prompt,Select the upgrade file to start the upgrade,Select an update file to begin,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_system_upgrade_title,Upgrade Settings,Update settings,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_touch_area_key,Screen touch button study,Touch-button learning,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_tp_auto_upgrade_desc,"A newer TP firmware version is detected, the TP firmware will be automatically upgraded, please do not perform other operations!",Newer TP firmware was detected. Do not perform any other operations while it is installed.,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_tp_auto_upgrade_success,TP firmware automatic upgrade succeeded,TP firmware update complete,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_tp_auto_upgrade_title,TP firmware upgrade automatically,Automatic TP firmware update,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_tp_version,TP Version:,TP version:,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_tpms_app_list,TPMS application list,TPMS app list,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_trans_app,Video output APP,Video output app,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_trans_app_list,Optional application list,Available apps,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_trans_switch_off,Transfer off,Video output off,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_trans_switch_on,Transfer on,Video output on,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_ubootdata_auto_upgrade_prompt,screen parameters,Screen parameters,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_update_3s_reboot,"Successful upgrade, restart machine in 3 seconds！",Update complete. The unit will restart in 3 seconds.,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_update_fail,Update Fail!,Update failed,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_upgrade_file,upgrade file,Update file,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_upgrade_file_checksum_prompt,"The upgrade file is being checked by CheckSum, please wait...",Verifying the update file checksum…,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_upgrade_file_nonexist,No upgrade files available were detected！,No update file detected,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_upgrade_tp,Verify whether to upgrade TP firmware,Update TP firmware?,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_usb_interface_for_dvr,USB interface for DVR,DVR USB port,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_usb_netd,USB Ethernet Enable,USB Ethernet,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_usb_set,USB set,USB settings,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_voice_app_list,Voice application list,Voice-control app list,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_voice_default_app,Default voice,Default voice-control app,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_voice_set,Voice,Voice control,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_voice_wakeup,Voice wakeup,Voice activation,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_voice_wakeup_word,Voice wakeup word,Voice activation phrase,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_volume_compensated_control_close,Close,Off,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,str_word_requirement,The phonetic wake-up words you set should be between 2 and 5 Chinese characters.,The voice activation phrase must contain 2–5 Chinese characters.,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,string_logo,Boot Logo,Boot logo,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,string_open_webview,Reversing Settings,Reverse camera settings,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,string_set_logo_fial,Set Boot Logo Fial!,Couldn\'t set the boot logo,Head-unit and vehicle settings UI,built; device verification pending
com.qf.carsettings,string_set_logo_suceess,Set Boot Logo Suceess!,Boot logo set successfully,Head-unit and vehicle settings UI,built; device verification pending
com.qf.fancontrol,str_fan_control_prompt,"The automatic mode is on. When the CPU temperature reaches 50 ℃, the fan will turn on.",Automatic mode is enabled. The fan starts when the CPU reaches 50 °C.,Cooling-fan control UI,built; device verification pending
com.qf.keystudy,str_app_name,KeyStudy,Steering-wheel controls,Steering-wheel button learning UI,built; device verification pending
com.qf.keystudy,str_save_success,Save success,Button assignment saved,Steering-wheel button learning UI,built; device verification pending
com.qf.keystudy,str_study_prompt,Please select your study key,Select the function to assign,Steering-wheel button learning UI,built; device verification pending
com.qf.keystudy,str_title_prompt,Please long press the key on your car,Press and hold a steering-wheel button,Steering-wheel button learning UI,built; device verification pending
com.qf.musicplayer,cancel_fav_success,remove from collection success,Removed from favourites,Local music player UI,built; device verification pending
com.qf.musicplayer,fav_success,collect success,Added to favourites,Local music player UI,built; device verification pending
com.qf.musicplayer,loading_memory_data,"Loading memory data 
Please wait...",Loading storage…,Local music player UI,built; device verification pending
com.qf.musicplayer,loading_usb_data,"Loading music data 
Please wait...",Loading music…,Local music player UI,built; device verification pending
com.qf.musicplayer,playlist_loading,Loading playback list...,Loading playlist…,Local music player UI,built; device verification pending
com.qf.musicplayer,unknown_data,No audio file found,No audio files found,Local music player UI,built; device verification pending
com.qf.musicplayer,unknown_udisk,Unnamed Udisk,Unnamed USB drive,Local music player UI,built; device verification pending
com.qf.panelkeystudy,app_name,panel study,Panel button learning,Panel button learning UI,built; device verification pending
com.qf.panelkeystudy,save_success,Save success,Button assignment saved,Panel button learning UI,built; device verification pending
com.qf.soundeffect,eq_bottom_str_bass_enhancement,Bass Enhancement,Bass enhancement,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_bottom_str_low_filter,Bass filtering,Bass filter,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_bottom_str_sound_setting,Sound field setting,Sound stage,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_dialog_setting_loudness_str,LOUDNESS,Loudness,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page2_back_left,Back left,Rear left,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page2_back_right,Back right,Rear right,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page2_loudness_off,Surround sound is off,Surround sound off,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page2_sound_back_strength,Back speaker surround enhancement,Rear surround level,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page2_sound_space,Surrounding space,Surround width,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page4_all_car_mode,Full car mode,All seats,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page4_assistant_driver_mode,Co-pilot mode,Front passenger,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page4_back_car_mode,Rear car mode,Rear seats,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page4_driver_mode,Driver mode,Driver,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_page5_low_sound_range,Bass range,Bass frequency range,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,eq_setting_str,Set up,Settings,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,str_restore_default_values,Restore default values,Restore defaults,DSP and sound settings UI,built; device verification pending
com.qf.soundeffect,str_user,Customize,Custom,DSP and sound settings UI,built; device verification pending
com.qf.videoplayer,loading_memory_data,"Loading memory data 
Please wait...",Loading storage…,Local video player UI,built; device verification pending
com.qf.videoplayer,loading_usb_data,"Loading video data 
Please wait...",Loading videos…,Local video player UI,built; device verification pending
com.qf.videoplayer,str_twv_note,Do not watch video while driving!,Do not watch videos while driving,Local video player UI,built; device verification pending
com.qf.videoplayer,unknown_data,No video file found,No video files found,Local video player UI,built; device verification pending
com.qf.videoplayer,unknown_udisk,Unnamed Udisk,Unnamed USB drive,Local video player UI,built; device verification pending
